Unnamed: 0,user_id,book,rating,author,year,publisher,image,book_id
21.0,2276,The Gift,8,Madeena S. Nolan,1981,Dell Publishing,http://images.amazon.com/images/P/0440128757.01.LZZZZZZZ.jpg,21.0
22.0,2276,The Runaway Jury,10,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,22.0
23.0,2276,Watership Down,9,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg,23.0
24.0,4017,A Widow for One Year,10,JOHN IRVING,1999,Ballantine Books,http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg,24.0
25.0,4017,"Ahab's Wife: Or, The Star-Gazer: A Novel",7,Sena Jeter Naslund,2000,Perennial,http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg,25.0
26.0,4017,Angela's Ashes: A Memoir,10,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,26.0
27.0,4017,Beloved,10,Toni Morrison,1998,Plume Books,http://images.amazon.com/images/P/0452280621.01.LZZZZZZZ.jpg,27.0
28.0,4017,Brave New World,9,Aldous Huxley,1998,Perennial,http://images.amazon.com/images/P/0060929871.01.LZZZZZZZ.jpg,28.0
29.0,4017,"Breath, Eyes, Memory",10,Edwidge Danticat,1998,Vintage Books USA,http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg,29.0
30.0,4017,Bridget Jones : The Edge of Reason,8,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg,30.0
31.0,4017,Bridget Jones's Diary,9,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg,31.0
32.0,4017,Charming Billy,10,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg,32.0
33.0,4017,Drowning Ruth,9,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg,33.0
34.0,4017,Into the Wild,10,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,34.0
35.0,4017,Jewel,10,Bret Lott,1999,Washington Square Press,http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg,35.0
36.0,4017,Lucky : A Memoir,10,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,36.0
37.0,4017,On the Road,10,Jack Kerouac,1991,Penguin Books,http://images.amazon.com/images/P/0140042598.01.LZZZZZZZ.jpg,37.0
38.0,4017,One True Thing,10,Anna Quindlen,1997,Delta Trade Paperbacks,http://images.amazon.com/images/P/0385319207.01.LZZZZZZZ.jpg,38.0
39.0,4017,Plainsong (Vintage Contemporaries),9,KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,39.0
40.0,4017,"River, Cross My Heart",5,Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg,40.0
41.0,4017,SHIPPING NEWS,10,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,41.0
42.0,4017,STONES FROM THE RIVER,5,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg,42.0
43.0,4017,Slow Waltz in Cedar Bend,7,Robert James Waller,1993,Warner Books,http://images.amazon.com/images/P/0446516538.01.LZZZZZZZ.jpg,43.0
44.0,4017,Snow Falling on Cedars,10,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,44.0
45.0,4017,Song of Solomon (Oprah's Book Club (Paperback)),9,Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg,45.0
46.0,4017,Songs in Ordinary Time (Oprah's Book Club (Paperback)),10,Mary McGarry Morris,1996,Penguin Books,http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg,46.0
47.0,4017,The Bean Trees,8,Barbara Kingsolver,1989,Perennial,http://images.amazon.com/images/P/0060915544.01.LZZZZZZZ.jpg,47.0
48.0,4017,The Bluest Eye,10,Toni Morrison,2000,Knopf,http://images.amazon.com/images/P/0375411550.01.LZZZZZZZ.jpg,48.0
49.0,4017,The Book of Ruth (Oprah's Book Club (Paperback)),9,Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg,49.0
50.0,4017,The Color of Water: A Black Man's Tribute to His White Mother,9,James McBride,1997,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,50.0
51.0,4017,The Lovely Bones: A Novel,10,Alice Sebold,2002,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg,51.0
52.0,4017,The Reader,10,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg,52.0
53.0,4017,To Kill a Mockingbird,10,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,53.0
54.0,4017,Vinegar Hill (Oprah's Book Club (Paperback)),9,A. Manette Ansay,1998,Perennial,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg,54.0
55.0,4017,We Were the Mulvaneys,10,Joyce Carol Oates,1996,Plume,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg,55.0
56.0,4017,While I Was Gone,10,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg,56.0
57.0,4385,The Runaway Jury,10,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,22.0
58.0,5582,American Gods,9,Neil Gaiman,2002,HarperTorch,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg,57.0
59.0,5582,"Artemis Fowl (Artemis Fowl, Book 1)",10,Eoin Colfer,2001,Miramax Kids,http://images.amazon.com/images/P/0786808012.01.LZZZZZZZ.jpg,58.0
60.0,5582,Atlas Shrugged,10,Ayn Rand,1996,Signet Book,http://images.amazon.com/images/P/0451191145.01.LZZZZZZZ.jpg,59.0
61.0,5582,Bridget Jones's Diary,10,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg,31.0
62.0,5582,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),5,Jack Canfield,1996,Health Communications,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg,60.0
63.0,5582,Four To Score (A Stephanie Plum Novel),10,Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg,61.0
64.0,5582,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),10,Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,62.0
65.0,5582,Illusions: The Adventures of a Reluctant Messiah,10,Richard Bach,1977,Delacorte Press,http://images.amazon.com/images/P/0385285019.01.LZZZZZZZ.jpg,63.0
66.0,5582,Last Chance Saloon,8,Marian Keyes,2002,Avon,http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg,64.0
67.0,5582,Servant of the Bones,6,Anne Rice,1996,Alfred A. Knopf,http://images.amazon.com/images/P/0679433015.01.LZZZZZZZ.jpg,65.0
68.0,5582,Sophie's World: A Novel About the History of Philosophy,10,Jostein Gaarder,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg,66.0
69.0,5582,The Bridges of Madison County,7,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,67.0
70.0,5582,The Fountainhead,10,Ayn Rand,1996,New American Library,http://images.amazon.com/images/P/0451191153.01.LZZZZZZZ.jpg,68.0
71.0,5582,The Girls' Guide to Hunting and Fishing,9,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg,69.0
72.0,5582,The Stranger,10,ALBERT CAMUS,1989,Vintage,http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg,70.0
73.0,6242,About a Boy,6,Nick Hornby,1999,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg,71.0
74.0,6242,Angela's Ashes: A Memoir,8,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,26.0
75.0,6242,Bel Canto: A Novel,7,Ann Patchett,2002,Perennial,http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg,72.0
76.0,6242,Beloved (Plume Contemporary Fiction),5,Toni Morrison,1994,Plume,http://images.amazon.com/images/P/0452264464.01.LZZZZZZZ.jpg,73.0
77.0,6242,Cold Mountain,8,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg,74.0
78.0,6242,Empire Falls,7,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg,75.0
79.0,6242,Falling Angels,5,Barbara Gowdy,1998,Soho Press,http://images.amazon.com/images/P/1569471169.01.LZZZZZZZ.jpg,76.0
80.0,6242,Five Quarters of the Orange,6,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg,77.0
81.0,6242,"Girl, Interrupted",5,SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg,78.0
82.0,6242,High Fidelity,6,Nick Hornby,2000,Riverhead Books,http://images.amazon.com/images/P/1573228214.01.LZZZZZZZ.jpg,79.0
83.0,6242,How to Be Good,6,Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg,80.0
84.0,6242,Interpreter of Maladies,5,Jhumpa Lahiri,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg,81.0
85.0,6242,Into Thin Air : A Personal Account of the Mt. Everest Disaster,7,JON KRAKAUER,1999,Anchor,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg,82.0
86.0,6242,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",7,LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg,83.0
87.0,6242,Midnight in the Garden of Good and Evil,5,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg,84.0
88.0,6242,Plainsong (Vintage Contemporaries),5,KENT HARUF,2000,Vintage,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,39.0
89.0,6242,STONES FROM THE RIVER,8,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg,42.0
90.0,6242,Snow Falling on Cedars,8,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,44.0
91.0,6242,The Amazing Adventures of Kavalier &amp; Clay,6,Michael Chabon,2001,Picador,http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg,85.0
92.0,6242,The Cider House Rules,7,John Irving,1997,Ballantine Books,http://images.amazon.com/images/P/0345417941.01.LZZZZZZZ.jpg,86.0
93.0,6242,The Color of Water: A Black Man's Tribute to His White Mother,7,James McBride,1997,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,50.0
94.0,6242,The Girls' Guide to Hunting and Fishing,5,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg,69.0
95.0,6242,The Hours : A Novel,8,Michael Cunningham,2000,Picador,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg,87.0
96.0,6242,The Nanny Diaries: A Novel,5,Emma McLaughlin,2003,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg,88.0
97.0,6242,The Reader,8,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg,52.0
98.0,6242,The Red Tent (Bestselling Backlist),7,Anita Diamant,1998,Picador USA,http://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg,89.0
99.0,6242,The Virgin Suicides,5,Jeffrey Eugenides,1994,Warner Books,http://images.amazon.com/images/P/0446670251.01.LZZZZZZZ.jpg,90.0
100.0,6242,To Kill a Mockingbird,7,Harper Lee,2002,Perennial Classics,http://images.amazon.com/images/P/0060935464.01.LZZZZZZZ.jpg,53.0
101.0,6242,Wicked: The Life and Times of the Wicked Witch of the West,7,Gregory Maguire,1996,Regan Books,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg,91.0
102.0,6242,Year of Wonders,7,Geraldine Brooks,2002,Penguin Books,http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg,92.0
103.0,6251,A Heartbreaking Work of Staggering Genius,4,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,93.0
104.0,6251,A Wrinkle In Time,10,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,94.0
105.0,6251,A Wrinkle in Time,10,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg,95.0
106.0,6251,A Year in Provence,7,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,96.0
107.0,6251,American Gods,7,Neil Gaiman,2002,HarperTorch,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg,57.0
108.0,6251,Angela's Ashes: A Memoir,8,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,26.0
109.0,6251,"Artemis Fowl (Artemis Fowl, Book 1)",8,Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,58.0
110.0,6251,Coraline,8,Neil Gaiman,2003,HarperTrophy,http://images.amazon.com/images/P/0380807343.01.LZZZZZZZ.jpg,97.0
111.0,6251,Dirk Gently's Holistic Detective Agency,10,Douglas Adams,1988,Pocket,http://images.amazon.com/images/P/0671660632.01.LZZZZZZZ.jpg,14.0
112.0,6251,"Dude, Where's My Country?",10,Michael Moore,2003,Warner Books,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg,98.0
113.0,6251,Good Omens,10,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg,99.0
114.0,6251,Hannibal,6,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg,100.0
115.0,6251,Harry Potter and the Goblet of Fire (Book 4),10,J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg,3.0
116.0,6251,Harry Potter and the Order of the Phoenix (Book 5),9,J. K. Rowling,2003,Scholastic,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg,4.0
117.0,6251,Harry Potter and the Prisoner of Azkaban (Book 3),10,J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg,5.0
118.0,6251,House of Sand and Fog,6,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,101.0
119.0,6251,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10,Christopher Moore,2003,Perennial,http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg,102.0
120.0,6251,Lucky You,8,Carl Hiaasen,1997,Random House Inc,http://images.amazon.com/images/P/0679454446.01.LZZZZZZZ.jpg,103.0
121.0,6251,Mutant Message Down Under,8,Marlo Morgan,1994,Harpercollins,http://images.amazon.com/images/P/0060171928.01.LZZZZZZZ.jpg,104.0
122.0,6251,One for the Money (Stephanie Plum Novels (Paperback)),7,Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg,105.0
123.0,6251,Red Dragon,7,Thomas Harris,2000,Dell Publishing Company,http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg,106.0
124.0,6251,Seven Up (A Stephanie Plum Novel),7,Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,107.0
125.0,6251,Shopgirl,8,Steve Martin,2001,Hyperion,http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg,108.0
126.0,6251,Snow Falling on Cedars,8,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,44.0
127.0,6251,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,10,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,109.0
128.0,6251,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),10,Mark Haddon,2004,Vintage,http://images.amazon.com/images/P/1400032717.01.LZZZZZZZ.jpg,110.0
129.0,6251,The Horse Whisperer,7,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,111.0
130.0,6251,The Phantom Tollbooth,10,Norton Juster,1993,Yearling Books,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg,112.0
131.0,6251,The Secret Life of Bees,8,Sue Monk Kidd,2002,Viking Books,http://images.amazon.com/images/P/0670894605.01.LZZZZZZZ.jpg,113.0
132.0,6251,"The Shelters of Stone (Earth's Children Series, No 5)",3,JEAN M. AUEL,2002,Crown,http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg,114.0
133.0,6251,The Tao of Pooh,10,Benjamin Hoff,1983,Penguin Books,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,115.0
134.0,6251,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),9,Janet Evanovich,1998,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966091.01.LZZZZZZZ.jpg,116.0
135.0,6251,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",7,MITCH ALBOM,1997,Doubleday,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg,117.0
136.0,6251,White Oleander : A Novel,8,Janet Fitch,1999,"Little, Brown",http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg,118.0
137.0,6543,1st to Die: A Novel,9,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,119.0
138.0,6543,At Home in Mitford (The Mitford Years),8,Jan Karon,1996,Viking Books,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg,120.0
139.0,6543,Balzac and the Little Chinese Seamstress : A Novel,6,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg,121.0
140.0,6543,Basket Case,10,CARL HIAASEN,2002,Knopf,http://images.amazon.com/images/P/0375411070.01.LZZZZZZZ.jpg,122.0
141.0,6543,Catch Me If You Can: The True Story of a Real Fake,7,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg,123.0
142.0,6543,Catering to Nobody,7,Diane Mott Davidson,1990,St. Martin's Press,http://images.amazon.com/images/P/0312042779.01.LZZZZZZZ.jpg,124.0
143.0,6543,Everything's Eventual : 14 Dark Tales,8,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743235150.01.LZZZZZZZ.jpg,125.0
144.0,6543,Fahrenheit 451,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,126.0
145.0,6543,Fight Club,8,Chuck Palahniuk,1999,Owl Books,http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg,127.0
146.0,6543,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",6,Dava Sobel,2000,Penguin Books,http://images.amazon.com/images/P/0140280553.01.LZZZZZZZ.jpg,128.0
147.0,6543,Jitterbug Perfume,10,Tom Robbins,1985,Bantam Books,http://images.amazon.com/images/P/0553251481.01.LZZZZZZZ.jpg,129.0
148.0,6543,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",10,Christopher Moore,2003,Perennial,http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg,102.0
149.0,6543,Lucky You,8,Carl Hiaasen,1998,Warner Vision,http://images.amazon.com/images/P/0446604658.01.LZZZZZZZ.jpg,103.0
150.0,6543,On the Road,10,Jack Kerouac,1981,Signet Book,http://images.amazon.com/images/P/0451165624.01.LZZZZZZZ.jpg,37.0
151.0,6543,One for the Money (Stephanie Plum Novels (Paperback)),8,Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg,105.0
152.0,6543,Outlander,8,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,130.0
153.0,6543,Q Is for Quarry,8,Sue Grafton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.LZZZZZZZ.jpg,131.0
154.0,6543,Roses Are Red (Alex Cross Novels),10,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,132.0
155.0,6543,Seven Up (A Stephanie Plum Novel),8,Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,107.0
156.0,6543,Tears of the Giraffe (No.1 Ladies Detective Agency),7,Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031354.01.LZZZZZZZ.jpg,133.0
157.0,6543,The Color of Water: A Black Man's Tribute to His White Mother,9,James McBride,1997,Riverhead Books,http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg,50.0
158.0,6543,The Dress Lodger (Ballantine Reader's Circle),8,Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,134.0
159.0,6543,The Secret Life of Bees,9,Sue Monk Kidd,2003,Penguin Books,http://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg,113.0
160.0,6543,Three Junes,7,Julia Glass,2002,Pantheon Books,http://images.amazon.com/images/P/0375422412.01.LZZZZZZZ.jpg,135.0
161.0,6543,Visions of Sugar Plums,6,Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg,136.0
162.0,6543,Wicked: The Life and Times of the Wicked Witch of the West,10,Gregory Maguire,1996,Regan Books,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg,91.0
163.0,6575,A Bend in the Road,1,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg,137.0
164.0,6575,A Heartbreaking Work of Staggering Genius,7,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg,93.0
165.0,6575,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),7,SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,138.0
166.0,6575,A Map of the World,7,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg,139.0
167.0,6575,A Year in Provence,7,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg,96.0
168.0,6575,All I Really Need to Know,5,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg,140.0
169.0,6575,Angela's Ashes: A Memoir,9,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,26.0
